IDENTIFIER	chrom	start	stop	symbol	is_refseq	refseq_id
10490467	2	179993248	180008169	Cables2	true	NM_145851
10490473	2	180009952	180024584	BC066135	true	NM_173031
10490491	2	180059838	180069378	Gata5	true	NM_008093
10490502	2	180356661	180377396	Tcfl5	true	NM_178254
10490510	2	180392669	180444704	Dido1	true	NM_175551
10490535	2	180509363	180511605	Bhlhe23	true	NM_080641
10490541	2	180554277	180559050	10490541	false	NA
10490544	2	180639082	180655641	Ythdf1	true	NM_173761
10490551	2	180669474	180689399	Nkain4	true	NM_021426
10490559	2	180757016	180773882	Chrna4	true	NM_015730
10490569	2	180810284	180869930	Kcnq2	true	NM_010611
10490602	2	180882395	180891720	Eef1a2	true	NM_007906
10490611	2	180929829	180937494	Ptk6	true	NM_009184
10490621	2	180940268	180947890	Srms	true	NM_011481
10490632	2	180962324	180975703	BC006779	true	NM_183162
10490653	2	180986156	181022671	Gmeb2	true	NM_198169
10490663	2	181040255	181040768	Stmn3	false	NA
10490665	2	181041159	181049205	Stmn3	true	NM_009133
10490672	2	181092534	181100066	Arfrp1	true	NM_001165991
10490682	2	181125591	181194131	Zbtb46	true	NM_028125
10490690	2	181303857	181316678	Uckl1	true	NM_026765
10490706	2	181316840	181327166	Znf512b	true	NM_001164597
10490724	2	181329923	181333902	Samd10	true	NM_172676
10490731	2	181404548	181406343	Sox18	true	NM_009236
10490736	2	181423127	181428634	Rgs19	true	NM_026446
10490745	2	181431498	181433147	4930526D03Rik	true	NM_199023
10490751	2	181458759	181459695	10490751	false	NA
10490755	3	3508102	3657374	Hnf4g	true	NM_013920
10490768	3	3791897	3792295	Rps24-ps2	false	NA
10490773	X	NA	NA	10490773	false	NM_019868
10490775	3	5214763	5215095	Gm10748	false	NA
10490777	3	5218659	5414508	Zfhx4	true	NM_030708
10490794	3	7366604	7445366	Pkia	true	NM_008862
10490802	3	7503462	7553831	Fam164a	true	NM_173181
10490813	3	8215875	8216186	10490813	false	NA
10490815	3	8327501	8329899	10490815	false	NA
10490818	3	8509527	8561606	Stmn2	true	NM_025285
10490824	9	NA	NA	10490824	false	NM_009082
10490826	3	9251304	9281823	Zbtb10	true	NM_177660
10490833	3	9899427	9902386	10490833	false	NA
10490838	3	10012589	10016610	Fabp5	true	NM_010634
10490843	2	NA	NA	10490843	false	NA
10490845	3	10366973	10391005	Chmp4c	true	NM_025519
10490854	4	NA	NA	10490854	false	NM_001037926
10490856	3	13471682	14181976	Ralyl	true	NM_178631
10490867	3	14480697	14505830	Slc7a12	true	NM_080852
10490872	3	14533788	14572643	Lrrcc1	true	NM_001163579
10490894	3	14578671	14606309	E2f5	true	NM_007892
10490903	3	14641774	14663002	Car13	true	NM_024495
10490913	3	14863509	14872532	Car3	true	NM_007606
10490923	3	14886706	14900770	Car2	true	NM_009801
10490931	3	16083212	16117037	Ythdf3	true	NM_172677
10490942	3	17695662	17695770	Mir124a-2	false	NA
10490944	3	17848444	17848952	Cypt12	true	NM_029289
10490946	12	NA	NA	10490946	false	NM_010480
10490950	3	17954325	17957514	Bhlhe22	true	NM_021560
10490953	3	18433861	18434289	10490953	false	NA
10490955	3	19088110	19120811	Mtfr1	true	NM_026182
10490966	3	19408626	19510862	Dnajc5b	true	NM_001163537
10490970	3	19460253	19460416	10490970	false	NA
10490972	3	19544460	19591589	Trim55	true	NM_001081281
10490982	3	19585971	19586568	BC002189	false	NA
10490984	3	19668835	19669258	10490984	false	NA
10490986	3	19794886	19798983	4632415L05Rik	false	NA
10490989	3	19857054	19908792	Cp	true	NM_001042611
10491014	3	19957811	20018376	Hltf	true	NM_009210
10491036	8	NA	NA	10491036	false	NM_026623
10491038	3	21975706	22110455	Tbl1xr1	true	NM_030732
10491056	3	22112577	22115514	Tbl1xr1	true	NM_030732
10491058	3	22150296	22150559	Rprl2	false	NA
10491062	7	NA	NA	10491062	false	NM_011975
10491064	3	24460996	24461102	10491064	false	NA
10491066	3	26229982	26231382	Nlgn1	true	NM_138666
10491068	3	26536553	26882136	Spata16	true	NM_027583
10491083	3	27081917	27183374	Nceh1	true	NM_178772
10491091	3	27215999	27238587	Tnfsf10	true	NM_009425
10491098	3	27270273	27276932	Ghsr	true	NM_177330
10491106	3	27837617	28032156	Pld1	true	NM_001164056
10491136	3	28162136	28569506	Tnik	true	NM_026910
10491171	3	28596899	28627252	Slc2a2	true	NM_031197
10491182	3	28680233	28697770	Eif5a2	true	NM_177586
10491191	3	28704358	28706337	Rpl22l1	true	NM_026517
10491197	3	28791539	28825646	Gm1527	true	NM_001033479
10491212	3	28981693	29596312	Egfem1	true	NM_029412
10491229	3	29315741	29315836	Mir551b	false	NA
10491231	3	30501009	30517429	Mynn	true	NM_030557
10491243	3	30543429	30571353	Lrriq4	true	NM_026668
10491252	3	30645215	30666088	Samd7	true	NM_029489
10491261	3	30691798	30720185	Sec62	true	NM_027016
10491272	3	30754911	30796080	Gpr160	true	NM_001134385
10491279	3	30894669	30951660	Prkci	true	NM_008857
10491300	3	30993983	31021499	Skil	true	NM_011386
10491313	3	31048868	31063246	Cldn11	true	NM_008770
10491319	3	31801625	32099102	Kcnmb2	true	NM_028231
10491329	3	32264411	32266075	Zmat3	true	NM_009517
10491331	3	32335073	32362695	Pik3ca	true	NM_008839
10491354	3	32409514	32419665	Zfp639	true	NM_144519
10491363	3	32428408	32478147	Mfn1	true	NM_024200
10491385	3	32607648	32625895	Actl6a	true	NM_019673
10491399	3	32626526	32633171	Mrpl47	true	NM_029017
10491406	3	32635984	32650486	Ndufb5	true	NM_025316
10491414	3	32716548	32834184	Usp13	true	NM_001013024
10491436	3	32910880	32911036	10491436	false	NA
10491438	3	33699117	33715556	Ttc14	true	NM_025978
10491455	3	33919030	33968267	Fxr1	true	NM_001113188
10491474	3	34082231	34083051	10491474	false	NA
10491477	3	34548977	34551383	Sox2	true	NM_011443
10491484	3	35634295	35634399	10491484	false	NA
10491486	3	35653060	35755198	Atp11b	true	NM_029570
10491518	3	35763071	35763777	10491518	false	NA
10491520	3	35872693	35873013	10491520	false	NA
10491522	3	35898835	35907750	Mccc1	true	NM_023644
10491526	3	35964922	36149264	Acad9	true	NM_172678
10491547	3	36375057	36380898	1810062G17Rik	false	NA
10491551	3	36451549	36464649	Exosc9	true	NM_019393
10491564	3	36762078	36847500	4932438A13Rik	true	NM_172679
10491595	3	36848064	36848134	4932438A13Rik	true	NM_172679
10491597	3	36848808	36848981	4932438A13Rik	true	NM_172679
10491599	3	36851040	36851160	4932438A13Rik	true	NM_172679
10491601	3	36852759	36852905	4932438A13Rik	true	NM_172679
10491603	3	36855561	36855688	4932438A13Rik	true	NM_172679
10491605	3	36855892	36856091	4932438A13Rik	true	NM_172679
10491607	3	36857610	36857807	4932438A13Rik	true	NM_172679
10491609	3	36858259	36858470	4932438A13Rik	true	NM_172679
10491611	3	36863797	36863948	4932438A13Rik	true	NM_172679
10491613	3	36864443	36864593	4932438A13Rik	true	NM_172679
10491615	3	36864764	36864916	4932438A13Rik	true	NM_172679
10491617	3	36866032	36866272	4932438A13Rik	true	NM_172679
10491619	3	36868068	36868210	4932438A13Rik	true	NM_172679
10491621	3	36872153	36872372	4932438A13Rik	true	NM_172679
10491623	3	36873090	36873248	4932438A13Rik	true	NM_172679
10491625	3	36874509	36874684	4932438A13Rik	true	NM_172679
10491627	3	36882291	36882466	4932438A13Rik	true	NM_172679
10491629	3	36885891	36951938	4932438A13Rik	true	NM_172679
10491678	3	36962591	37010694	Adad1	true	NM_009350
10491691	3	36976496	36977842	10491691	false	NA
10491695	3	37217988	37220372	Bbs12	true	NM_001008502
10491699	3	37247772	37303719	Fgf2	true	NM_008006
10491704	3	37319220	37478013	Spata5	true	NM_001163511
10491721	3	37538869	37543520	Spry1	true	NM_011896
10491730	3	37613632	37614150	Rps23	true	NM_024175
10491732	3	38785862	38910903	Fat4	true	NM_183221
10491751	3	39565210	39565372	10491751	false	NA
10491753	3	40430208	40508662	Intu	true	NM_175515
10491773	3	40512793	40529515	Slc25a31	true	NM_178386
10491780	3	40549418	40594373	Hspa4l	true	NM_011020
10491805	3	40603963	40620805	Plk4	true	NM_011495
10491820	3	40650921	40675111	3110057O12Rik	true	NM_026622
10491825	3	40698199	40742058	3110057O12Rik	true	NM_026622
10491835	3	40754553	40794298	Larp1b	true	NM_001040399
10491846	3	40796624	40796772	10491846	false	NA
10491848	3	40815010	40846265	Larp1b	false	NA
10491860	3	41359654	41420779	Phf17	true	NM_172303
10491877	3	41546586	41560077	D3Ertd751e	true	NM_028667
10491883	12	NA	NA	10491883	false	NM_001110239
10491885	3	45182533	45223926	Pcdh10	true	NM_001098171
10491895	3	45621658	45621821	10491895	false	NA
10491897	3	48758644	48758807	10491897	false	NA
10491899	3	49135198	49171076	4932443G14	false	NA
10491913	3	49462685	49462791	10491913	false	NA
10491915	3	51028369	51055566	Ccrn4l	true	NM_009834
10491920	3	51080684	51082211	Elf2	false	NA
10491922	3	51220048	51277953	Naa15	true	NM_053089
10491945	3	51287888	51300116	Rab33b	true	NM_016858
10491952	3	51465115	51486597	Mgst2	true	NM_174995
10491958	3	51498334	51498702	Gm10729	false	NA
10491960	3	51632834	51632950	10491960	false	NA
10491962	3	52072296	52153460	Foxo1	true	NM_019739
10491967	3	52416757	52417758	Gm10293	false	NA
10491970	3	52845469	53065601	Lhfp	true	NM_175386
10491977	3	53267588	53285678	2810046L04Rik	true	NM_173382
10491993	3	53292669	53312424	Stoml3	true	NM_153156
10492002	3	53540347	53540619	Gm10727	false	NA
10492004	3	53825086	53825831	10492004	false	NA
10492006	3	53960026	54122392	Trpc4	true	NM_016984
10492021	3	54165047	54194959	Postn	true	NM_015784
10492045	2	NA	NA	10492045	false	NM_053263
10492049	3	54497027	54532685	Fam48a	true	NM_019995
10492078	3	54539461	54553717	Alg5	true	NM_025442
10492091	3	54559504	54605179	Smad9	true	NM_019483
10492102	3	54916062	54941233	Spg20	true	NM_144895
10492113	3	54941261	54976857	A730037C10Rik	true	NM_177203
10492123	3	54985966	55013872	Sohlh2	true	NM_028937
10492136	3	55046501	55340600	Dclk1	true	NM_019978
10492165	3	55109239	55109342	10492165	false	NA
10492167	3	55352368	55352474	10492167	false	NA
10492169	3	55586434	55588923	Mab21l1	true	NM_010750
10492174	3	57229381	57245599	Tm4sf4	true	NM_145539
10492180	3	57539988	57639041	Rnf13	true	NM_001113413
10492193	3	57766146	57767294	10492193	false	NA
10492195	3	58219437	58265639	Tsc22d2	true	NM_001081229
10492205	3	58329913	58361423	Eif2a	true	NM_001005509
10492220	3	58380603	58397055	2810407C02Rik	true	NM_001040396
10492229	8	NA	NA	10492229	false	NM_016738
10492231	3	58809747	59118668	Med12l	true	NM_177855
10492281	3	59582018	59642534	4930449A18Rik	false	NA
10492284	3	59729136	59741871	C130079G13Rik	true	NM_177661
10492291	3	59764774	59776408	Gm9696	false	NA
10492294	3	59810976	59829183	Aadacl2	true	NM_001128091
10492300	3	59835710	59844079	Aadac	true	NM_023383
10492306	3	59885783	59891481	Sucnr1	true	NM_032400
10492310	3	60305174	60433672	Mbnl1	true	NM_020007
10492325	2	NA	NA	10492325	false	NM_023230
10492330	3	60806717	60812901	P2ry1	true	NM_008772
10492335	3	61168429	61172625	Rap2b	true	NM_028712
10492341	3	62143429	62264268	4631416L12Rik	true	NM_001081295
10492355	3	63099794	63186153	Mme	true	NM_008604
10492381	3	63780065	63823000	Gmps	true	NM_001033300
10492396	3	63885564	63909380	Vmn2r1	true	NM_019918
10492402	3	64753191	65182148	Kcnab1	true	NM_010597
10492424	3	64916713	64916798	10492424	false	NA
10492426	11	NA	NA	10492426	false	NM_153807
10492428	3	65332369	65359440	Tiparp	true	NM_178892
10492436	3	65418147	65419111	10492436	false	NA
10492438	3	65470190	65490101	Lekr1	true	NM_001037923
10492442	3	65587751	65635081	Lekr1	true	NM_001166659
10492448	3	66023809	66029728	Ptx3	true	NM_008987
10492452	3	66497589	66498352	10492452	false	NA
10492456	3	66789594	67162325	Rsrc1	true	NM_025822
10492469	3	67178019	67203925	Mlf1	true	NM_001039543
10492480	3	67234044	67279003	Gfm1	true	NM_138591
10492499	3	67386690	67408155	Mfsd1	true	NM_025813
10492516	3	67696142	67861893	Iqcj	true	NM_177585
10492522	3	67868874	68430403	Schip1	true	NM_001113421
10492536	3	68137295	68137702	10492536	false	NA
10492538	3	68212034	68212402	Gm10723	false	NA
10492540	3	68494566	68502465	Il12a	true	NM_001159424
10492552	3	68650001	68651316	10492552	false	NA
10492556	3	68673764	68676084	1110032F04Rik	true	NM_001167996
10492558	3	68808894	68838551	Smc4	true	NM_133786
10492582	3	68813678	68813775	Mir15b	false	NA
10492584	3	68813824	68813918	Mir16-2	false	NA
10492586	3	69026341	69027538	Arl14	true	NM_027843
10492590	3	69120840	69359333	Ppm1l	true	NM_178726
10492598	3	69525965	69552969	Nmd3	true	NM_133787
10492615	3	69811535	69832626	Otol1	true	NM_001018031
10492621	3	70120390	70217678	10492621	false	NA
10492625	3	71663503	71664071	10492625	false	NA
10492628	3	75361469	75447417	Serpini1	true	NM_009250
10492640	3	75878509	76513927	Fstl5	true	NM_178673
10492658	3	78721122	78722385	Gm10290	false	NA
10492660	3	79000296	79000399	10492660	false	NA
10492662	3	79149412	79267914	LOC100233207	true	NM_001142953
10492668	3	79372114	79376502	4930589L23Rik	false	NA
10492671	3	79395311	79407572	Ppid	true	NM_026352
10492679	3	79433020	79436742	4930579G24Rik	true	NM_029482
10492682	3	79689910	79747402	Fam198b	true	NM_133187
10492689	3	80840338	81017956	Pdgfc	true	NM_019971
10492699	3	81736538	81760647	Ctso	true	NM_177662
10492709	3	81800844	81825155	Accn5	true	NM_021370
10492720	3	82162138	82195162	Mtap9	true	NM_001081230
10492735	3	82811779	82818971	Fgg	true	NM_133862
10492748	3	82830076	82837332	Fga	true	NM_010196
10492755	3	82836625	82837332	Fga	true	NM_001111048
10492757	3	82859460	82876214	Plrg1	true	NM_016784
10492774	3	82931880	83160389	Dchs2	false	NA
10492798	3	83570243	83578608	Sfrp2	true	NM_009144
10492803	3	83593775	83636143	10492803	false	NA
10492813	3	84397496	84400954	Tigd4	true	NM_207278
10492815	3	84470114	84508497	Tmem154	true	NM_177260
10492824	3	84470865	84471268	10492824	false	NA
10492826	3	84619400	84781606	Fbxw7	true	NM_001177773
10492846	3	85378049	85458392	Pet112l	true	NM_144896
10492860	9	NA	NA	10492860	false	NM_019814
10492864	3	85879068	85932398	Sh3d19	true	NM_001082414
10492888	3	85904456	85904577	10492888	false	NA
10492890	3	86028602	86586611	Lrba	true	NM_030695
10492951	3	86168393	86168547	10492951	false	NA
10492953	3	86188169	86188271	10492953	false	NA
10492955	3	86734667	86734824	10492955	false	NA
10492957	3	86790480	86793702	Cd1d2	true	NM_007640
10492964	3	87161850	87174995	Cd5l	true	NM_009690
10492971	3	87180370	87206856	Fcrl1	true	NM_153090
10492983	3	87239695	87271445	Fcrl5	true	NM_183222
10492997	3	87329520	87343517	Etv3	true	NM_001083318
10493003	3	87358691	87364474	Etv3l	false	NA
10493009	3	87422023	87541956	Arhgef11	true	NM_001003912
10493052	3	87600984	87620023	Insrr	true	NM_011832
10493076	3	87650677	87659644	Sh2d2a	true	NM_021309
10493086	3	87710288	87720048	Hdgf	true	NM_008231
10493094	3	87723466	87727589	Mrpl24	true	NM_026591
10493103	3	87734236	87744609	Isg20l2	true	NM_177663
10493108	3	87752615	87757298	Crabp2	true	NM_007759
10493114	3	87775015	87784373	Nes	true	NM_016701
10493120	3	87847046	87859909	Gpatch4	true	NM_025663
10493137	3	87885973	87924970	Iqgap3	true	NM_001033484
10493177	3	87946349	87972645	Mef2d	true	NM_133665
10493189	3	87975418	87975995	Mef2d	false	NA
10493191	3	88019520	88019608	Mir9-1	false	NA
10493193	3	88101057	88125688	Cct3	true	NM_009836
10493203	3	88128945	88132594	0610031J06Rik	true	NM_020003
10493210	3	88140182	88166259	Smg5	true	NM_178246
10493235	3	88168511	88172462	Paqr6	true	NM_198410
10493243	5	NA	NA	10493243	false	NA
10493245	3	88339970	88345302	Mex3a	true	NM_001029890
10493247	3	88357638	88373649	Ubqln4	true	NM_033526
10493259	3	88383593	88392338	Ssr2	true	NM_025448
10493267	3	88425060	88450854	Arhgef2	true	NM_008487
10493292	3	88489738	88516846	2810403A07Rik	true	NM_028814
10493307	3	88497852	88497979	10493307	false	NA
10493309	3	88520786	88534971	Rit1	true	NM_009069
10493317	3	88580942	88714025	Gon4l	true	NM_027389
10493335	3	88615559	88630260	Gon4l	false	NA
10493343	3	88666841	88666994	10493343	false	NA
10493345	3	88710433	88710550	10493345	false	NA
10493347	3	88769734	88883297	Ash1l	true	NM_138679
10493380	3	88920646	88920902	10493380	false	NA
10493382	3	88940064	88949555	Pklr	true	NM_013631
10493394	3	88968748	88980843	Clk2	true	NM_007712
10493409	3	88981412	88986687	Scamp3	true	NM_011886
10493421	3	88987126	88993211	Fam189b	false	NA
10493435	3	89006850	89012603	Gba	true	NM_008094
10493449	3	89019129	89030759	Thbs3	true	NM_013691
10493474	3	89032974	89037299	Muc1	true	NM_013605
10493484	3	89049888	89053645	Krtcap2	true	NM_025327
10493490	3	89070474	89071001	Dpm3	true	NM_026767
10493494	3	89119959	89120468	Efna3	true	NM_010108
10493496	3	89149247	89149588	Adam15	true	NM_001037722
10493498	3	89157553	89157977	Dcst1	true	NM_029974
10493500	3	89169286	89181537	Dcst2	false	NA
10493516	3	89198213	89202113	10493516	false	NA
10493519	3	89222536	89233937	Shc1	true	NM_001113331
10493530	3	89234183	89239053	Pygo2	true	NM_026869
10493537	3	89240628	89252907	Pbxip1	true	NM_146131
10493548	3	89258463	89272931	Pmvk	true	NM_026784
10493555	3	89324343	89471327	Kcnn3	true	NM_080466
10493565	3	89518982	89557367	Adar	true	NM_001038587
10493585	3	89577538	89587922	Ube2q1	true	NM_027315
10493604	3	89635292	89662758	She	true	NM_172530
10493612	3	89855558	89867263	4933434E20Rik	true	NM_025762
10493626	3	89866718	89869797	1700094D03Rik	true	NM_028567
10493631	3	89873947	89874020	Mir190b	false	NA
10493633	3	89876603	89904528	Tpm3	true	NM_022314
10493640	3	89908056	89971908	Nup210l	true	NM_029937
10493658	3	89930457	89930588	10493658	false	NA
10493660	3	89973216	89973304	Nup210l	true	NM_029937
10493662	3	89973912	89974016	Nup210l	true	NM_029937
10493664	3	89974481	89974582	Nup210l	true	NM_029937
10493666	3	89975971	89976099	Nup210l	true	NM_029937
10493668	3	89978252	89978379	Nup210l	true	NM_029937
10493670	3	89979760	90015939	Nup210l	true	NM_029937
10493688	3	90007630	90007877	Nup210l	true	NM_029937
10493690	3	90011205	90011406	Nup210l	true	NM_029937
10493692	3	90024713	90029893	Rab13	true	NM_026677
10493703	3	90035555	90039760	Jtb	true	NM_206924
10493709	3	90052152	90057534	Slc39a1	true	NM_013901
10493711	3	90058206	90068047	Crtc2	true	NM_028881
10493726	3	90071328	90084587	Dennd4b	true	NM_201407
10493758	3	90097283	90162042	Gatad2b	true	NM_139304
10493770	3	90272012	90292301	Ilf2	true	NM_026374
10493789	3	90318357	90328505	S100a13	true	NM_009113
10493794	3	90330792	90332759	S100a14	true	NM_001163525
10493798	3	90341295	90347073	S100a16	true	NM_026416
10493803	3	90390874	90406624	S100a3	true	NM_011310
10493809	3	90394148	90395355	S100a2	true	NM_001195760
10493812	3	90407689	90409967	S100a4	true	NM_011311
10493816	3	90412425	90415702	S100a5	true	NM_011312
10493820	3	90416816	90418337	S100a6	true	NM_011313
10493824	3	90458224	90462052	S100a7a	true	NM_199422
10493831	3	90472993	90473956	S100a8	true	NM_013650
10493834	3	90530833	90544436	Pglyrp4	true	NM_001165968
10493842	3	91818534	91835506	Pglyrp3	true	NM_207247
10493850	3	92019757	92026413	Sprr2a1	true	NM_011468
10493856	3	92054654	92093169	Sprr2a3	false	NA
10493858	3	92092470	92093173	Sprr2a3	false	NA
10493860	3	92120627	92122007	Sprr2b	true	NM_011469
10493864	3	92143062	92144795	Sprr2d	true	NM_011470
10493867	3	92156065	92157371	Sprr2e	true	NM_011471
10493870	3	92169109	92170364	Sprr2f	true	NM_011472
10493873	3	92177837	92179151	Sprr2g	false	NA
10493876	3	92189607	92191246	Sprr2h	true	NM_011474
10493879	3	92211913	92213193	Sprr2i	true	NM_011475
10493882	3	92222004	92223318	Sprr2j-ps	false	NA
10493886	3	92236504	92237849	Sprr2k	true	NM_011477
10493889	3	92483169	92484840	Lce1c	true	NM_028622
10493891	15	NA	NA	10493891	false	NM_011740
10493896	3	92736901	92738020	Lce3b	true	NM_025501
10493900	3	92748408	92749652	Lce3c	true	NM_033175
10493903	3	92761341	92762500	Lce3c	true	NM_033175
10493905	3	92771671	92772201	2310001H18Rik	false	NA
10493907	3	92796148	92797348	Lce3f	true	NM_001018079
10493910	3	92872745	92879427	Gm4858	true	NM_001177694
10493912	3	92950744	92953383	Crnn	true	NM_001081200
10493916	3	93001195	93025299	Flg2	true	NM_001013804
10493921	3	93038843	93040393	Flg2	false	NA
10493925	3	93081490	93137492	Hrnr	true	NM_133698
10493979	3	93197621	93203364	Rptn	true	NM_009100
10493984	3	93248572	93251976	Tchh	true	NM_001163098
10493986	3	93272676	93275902	Tchhl1	true	NM_027762
10493990	3	93324417	93330210	S100a11	true	NM_016740
10493995	3	93359039	93368567	S100a10	true	NM_009112
10493999	3	93576945	93578039	Tdpoz2	true	NM_001007222
10494001	3	93600320	93601432	Tdpoz4	true	NM_207272
10494003	3	93629942	93631039	Tdpoz3	true	NM_207271
10494005	3	93713746	93714819	Gm10696	true	NM_001146107
10494007	3	94114054	94136454	Them4	true	NM_029431
10494016	3	94146021	94151274	Them5	true	NM_025416
10494023	3	94176708	94202510	Rorc	true	NM_011281
10494039	3	94203141	94208423	Lingo4	true	NM_177250
10494043	3	94217218	94236556	Tdrkh	true	NM_028307
10494060	3	94247258	94254216	Mrpl9	true	NM_030116
10494069	3	94282416	94296120	Celf3	true	NM_172434
10494085	3	94497488	94508328	Selenbp2	true	NM_019414
10494092	3	94641629	94685765	Pogz	true	NM_172683
10494114	3	94736988	94748680	Selenbp1	true	NM_009150
10494122	3	94758057	94765483	Rfx5	true	NM_017395
10494137	3	94778653	94810544	Pi4kb	true	NM_175356
10494151	3	94903422	94903528	10494151	false	NA
10494153	3	94914963	94926973	Vps72	true	NM_009336
10494160	3	94929436	94933130	Tmod4	true	NM_016712
10494170	3	94938032	94943441	Lysmd1	true	NM_153121
10494174	3	94964424	94977946	Sema6c	true	NM_011351
10494200	3	95032702	95040331	Cdc42se1	true	NM_172395
10494208	3	95085767	95100100	Fam63a	true	NM_199475
10494227	3	95119174	95128079	Lass2	true	NM_029789
10494238	3	95238350	95300210	Arnt	true	NM_001037737
10494262	3	95303178	95313286	Ctsk	true	NM_007802
10494271	3	95330708	95360322	Ctss	true	NM_021281
10494281	3	95363599	95391593	Hormad1	true	NM_026489
10494288	3	95392881	95423164	Golph3l	true	NM_146133
10494296	17	NA	NA	10494296	false	NM_025963
10494299	3	95428902	95436039	Ensa	true	NM_019561
10494306	3	95462710	95467106	Mcl1	true	NM_008562
10494312	3	95697919	95702226	Aph1a	true	NM_146104
10494322	3	95733214	95750899	Anp32e	true	NM_023210
10494332	3	95786933	95787469	10494332	false	NA
10494335	3	95908450	95965052	Otud7b	true	NM_001025613
10494351	3	95965960	95975641	Mtmr11	true	NM_181409
10494369	3	95976473	95981487	Sf3b4	true	NM_153053
10494372	3	95985109	95999122	Sv2a	true	NM_022030
10494386	3	96023839	96024231	Hist2h2ab	true	NM_178213
10494388	3	96025042	96027664	Hist2h2be	true	NM_178214
10494390	3	96049420	96050038	Hist2h2aa1	true	NM_013549
10494395	3	96049477	96052431	Hist2h2aa1	true	NM_013549
10494402	3	96050608	96052427	Hist2h3c1	true	NM_178216
10494405	3	96072617	96073027	Hist2h3b	true	NM_178215
10494407	3	96073623	96082947	Hist2h2bb	true	NM_175666
10494411	3	96132348	96132513	Rnu1b6	false	NA
10494413	3	96177944	96178108	Rnu1b6	false	NA
10494415	3	96226656	96226820	10494415	false	NA
10494417	3	96254369	96254534	Rnu1b6	false	NA
10494419	3	96268419	96268664	Gm10685	false	NA
10494421	3	96292652	96292816	Rnu1b6	false	NA
10494423	3	96329095	96333134	Hfe2	true	NM_027126
10494428	3	96361880	96373525	Txnip	true	NM_001009935
10494441	3	96400580	96403698	Ankrd34a	true	NM_001024851
10494445	3	96405072	96427911	Lix1l	true	NM_001163170
10494452	3	96433856	96436833	Rbm8a	true	NM_001102407
10494460	3	96439555	96448652	Pex11b	true	NM_011069
10494467	3	96449523	96468436	Itga10	true	NM_001081053
10494500	3	96474250	96494932	Ankrd35	true	NM_001081139
10494509	3	96500392	96509885	Pias3	true	NM_146135
10494527	3	96531587	96595561	Rnf115	true	NM_026406
10494536	3	96634049	96674849	Pdzk1	true	NM_021517
10494548	3	96836339	96857557	Gja5	true	NM_008121
10494551	3	96962706	96980491	Acp6	true	NM_019800
10494565	3	97432798	97456477	Fmo5	true	NM_001161765
10494574	3	97462135	97477006	Prkab2	true	NM_182997
10494583	3	97705150	97726241	Sec22b	true	NM_011342
10494592	3	97734096	97770941	Gm5544	true	NM_001033779
10494595	3	97817461	97954285	Notch2	true	NM_010928
10494632	3	97964583	97968092	Adam30	true	NM_027665
10494636	3	98026076	98040765	Reg4	true	NM_026328
10494643	3	98084358	98114655	Hmgcs2	true	NM_008256
10494655	3	98186415	98235632	Zfp697	true	NM_172863
10494662	5	NA	NA	10494662	false	NM_011738
10494664	3	98944991	99024126	Wars2	true	NM_027462
10494672	3	99057750	99158182	Tbx15	true	NM_009323
10494684	3	99689355	99946674	Spag17-ps	true	NM_028892
10494735	3	99966441	100010904	Gdap2	true	NM_010269
10494751	3	100107211	100107287	10494751	false	NA
10494753	3	100192954	100218526	10494753	false	NA
10494757	3	100293587	100327843	10494757	false	NA
10494761	3	100629402	100699596	Vtcn1	true	NM_178594
10494769	3	100726221	100737936	Trim45	true	NM_001165953
10494781	3	101181048	101264792	Igsf3	true	NM_207205
10494795	3	101814069	101819415	Nhlh2	true	NM_178777
10494804	3	101890433	101950437	Casq2	true	NM_009814
10494817	3	102273851	102324936	Ngf	true	NM_013609
10494821	3	102538452	102576215	Tspan2	true	NM_027533
10494832	3	102799663	102807837	Sike1	true	NM_025679
10494839	3	102824533	102862106	Csde1	true	NM_144901
10494857	3	102862152	102871837	Nras	true	NM_010937
10494873	3	102877937	102903643	Ampd1	true	NM_001033303
10494889	3	102931479	102973661	Dennd2c	true	NM_177857
10494910	3	102975634	102983089	Bcas2	true	NM_026602
10494924	3	103083216	103159486	Trim33	true	NM_053170
10494945	3	103379204	103449076	Syt6	true	NM_018800
10494957	3	103613443	103625948	Ap4b1	true	NM_026193
10494972	3	103636524	103642574	Bcl2l15	true	NM_001142959
10494978	3	103664215	103716634	Ptpn22	true	NM_008979
10495001	3	103718043	103770543	Rsbn1	true	NM_172684
10495012	3	103772033	103811413	Phtf1	true	NM_013629
10495035	3	104442591	104462385	Slc16a1	true	NM_009196
10495042	3	104583974	104588936	Ppm1j	true	NM_027982
10495054	3	104591952	104597377	Rhoc	true	NM_007484
10495059	3	104667992	104744944	St7l	true	NM_153091
10495077	3	104869762	104881724	4930564D02Rik	false	NA
10495083	3	105255248	105476920	Kcnd3	true	NM_001039347
10495094	3	105490569	105522639	6530418L21Rik	true	NM_175398
10495097	3	105673776	105730858	Adora3	true	NM_027025
10495107	3	105707339	105711846	Adora3	true	NM_009631
10495111	3	105762416	105772678	Wdr77	true	NM_027432
10495120	3	105776720	105790341	Ovgp1	true	NM_007696
10495134	3	105893951	105894220	10495134	false	NA
10495136	3	105916300	105935038	Chia	true	NM_023186
10495147	3	106285368	106304976	Dennd2d	true	NM_001093754
